date,open,high,low,close,volume,number_of_trades
4/8/2023,1.304,1.31,1.26,1.271,2989072.37,16247
4/9/2023,1.271,1.314,1.246,1.306,3333511.7,19654
4/10/2023,1.305,1.49,1.289,1.482,12054970.47,63543
4/11/2023,1.482,1.699,1.465,1.576,29507502.13,167217
4/12/2023,1.576,1.688,1.527,1.594,26425921.88,132614
4/13/2023,1.594,1.685,1.552,1.602,12246500.03,67704
4/14/2023,1.601,1.79,1.597,1.736,25306707.47,135632
4/15/2023,1.736,1.765,1.656,1.672,11185548.73,53834
4/16/2023,1.672,1.787,1.65,1.778,12388159.21,64110
4/17/2023,1.778,2.088,1.721,1.979,37330650.45,202916
4/18/2023,1.979,2.128,1.938,2.024,19925572.9,115715
4/19/2023,2.024,2.055,1.799,1.936,25527046.46,148486
4/20/2023,1.936,2.196,1.873,1.901,39880407.89,229193
4/21/2023,1.9,1.943,1.622,1.63,30822013.31,163622
4/22/2023,1.63,1.85,1.622,1.815,17504784.78,94972
4/23/2023,1.815,1.816,1.631,1.706,12565774.49,70644
4/24/2023,1.706,1.839,1.684,1.773,18407258.22,108931
4/25/2023,1.773,2.042,1.733,2.022,25710030.91,142360
4/26/2023,2.022,2.48,2,2.298,55376400.9,379306
4/27/2023,2.299,2.415,2.202,2.34,27131924.82,177848
4/28/2023,2.34,2.6,2.321,2.364,33115991.4,203743
4/29/2023,2.363,2.489,2.336,2.372,14472733.01,83365
4/30/2023,2.372,2.567,2.341,2.387,20028012.2,121055
5/1/2023,2.388,2.467,2.186,2.204,23312115.02,132285
5/2/2023,2.204,2.274,2.051,2.066,27750833.99,145007
5/3/2023,2.066,2.334,2.023,2.278,24685542.75,143425
5/4/2023,2.279,2.317,2.181,2.213,17841559.4,97266
5/5/2023,2.214,2.26,2.126,2.184,20322845.66,128074
5/6/2023,2.184,2.214,2.01,2.079,11556310.23,77128
5/7/2023,2.079,2.237,2.028,2.127,13109774.11,81764
5/8/2023,2.127,2.161,1.782,1.859,22026424.39,121459
5/9/2023,1.859,1.878,1.698,1.739,17729177.19,83728
5/10/2023,1.739,1.958,1.68,1.831,27701963.3,138942
5/11/2023,1.831,1.835,1.628,1.709,17277826.25,87627
5/12/2023,1.709,1.819,1.651,1.818,14571077.78,83204
5/13/2023,1.818,1.886,1.773,1.837,10621633.64,65628
5/14/2023,1.837,1.895,1.78,1.825,7706778.24,41517
5/15/2023,1.825,1.9,1.792,1.795,8121133.88,48447
5/16/2023,1.796,1.986,1.773,1.925,14411836.88,72616
5/17/2023,1.925,2.379,1.916,2.303,29250764.88,174654
5/18/2023,2.303,2.52,2.254,2.392,35763757.81,204940
5/19/2023,2.392,2.461,2.307,2.316,20252686.44,120642
5/20/2023,2.317,2.422,2.267,2.351,15144541.84,77604
5/21/2023,2.352,2.95,2.324,2.462,45372942.46,256331
5/22/2023,2.462,2.518,2.335,2.452,18656859.83,106741
5/23/2023,2.452,2.799,2.398,2.721,24267123.12,158223
5/24/2023,2.721,2.766,2.402,2.635,31743291.15,183688
5/25/2023,2.636,2.9,2.528,2.704,32120137.6,194986
5/26/2023,2.705,2.879,2.654,2.729,22148334.34,136865
5/27/2023,2.729,2.789,2.594,2.643,13947306.16,72719
5/28/2023,2.643,2.811,2.597,2.741,14243495.33,79323
5/29/2023,2.741,2.77,2.481,2.542,18072411.72,103140
5/30/2023,2.541,2.694,2.469,2.57,14781526.9,99114
5/31/2023,2.57,2.624,2.42,2.522,12019378.34,85644
6/1/2023,2.522,2.622,2.43,2.496,11686629.74,83076
6/2/2023,2.496,2.653,2.451,2.571,12270159.83,81183
6/3/2023,2.571,2.638,2.534,2.606,7472676.11,47956
6/4/2023,2.606,2.79,2.575,2.658,14915851.78,99687
6/5/2023,2.658,2.727,2.223,2.278,33792791.3,251406
6/6/2023,2.278,2.457,2.174,2.414,22235738.14,153578
6/7/2023,2.414,2.432,2.158,2.221,17600682.67,109122
6/8/2023,2.221,2.288,2.141,2.266,12416304.69,82615
6/9/2023,2.267,2.4,2.201,2.292,11959442.61,77666
6/10/2023,2.292,2.292,1.812,1.898,27022905.89,185977
6/11/2023,1.898,2.057,1.857,1.957,14041057.17,83464
6/12/2023,1.956,1.965,1.869,1.938,13227425.89,67272
6/13/2023,1.938,2.036,1.894,1.929,13426447.05,69082
6/14/2023,1.929,1.975,1.782,1.807,9008298.26,57133
6/15/2023,1.808,1.905,1.722,1.876,9779996.12,55103
6/16/2023,1.876,1.94,1.8,1.923,7359997.33,43331
6/17/2023,1.924,2.124,1.902,2.085,10312842.69,68089
6/18/2023,2.086,2.101,1.967,1.969,8363829.45,58030
6/19/2023,1.968,2.067,1.936,2.063,7023731.43,47568
6/20/2023,2.064,2.094,1.94,2.08,9562246.78,63212
6/21/2023,2.08,2.384,2.078,2.287,17321249.44,119798
6/22/2023,2.287,2.353,2.147,2.149,10819840.64,82279
6/23/2023,2.149,2.272,2.103,2.171,11035163.43,69263
6/24/2023,2.17,2.177,1.995,2.048,8561872.66,52693
6/25/2023,2.048,2.124,2.022,2.067,6254794.26,39496
6/26/2023,2.066,2.13,1.996,2.041,6952360.36,44598
6/27/2023,2.042,2.118,2.022,2.061,5726963.74,33088
6/28/2023,2.061,2.063,1.859,1.919,7981926.05,49678
6/29/2023,1.918,2.027,1.906,1.975,5966975.87,37263
6/30/2023,1.977,2.095,1.865,2.037,12151992.83,85258
7/1/2023,2.038,2.089,2.031,2.06,5156131.02,32662
7/2/2023,2.06,2.067,1.981,2.023,4858530.5,30951
7/3/2023,2.023,2.161,2.008,2.157,8686186.3,57046
7/4/2023,2.158,2.243,2.057,2.073,9394094.65,62466
7/5/2023,2.074,2.098,1.943,1.963,7376341.1,45201
7/6/2023,1.963,2.081,1.908,1.913,6317109.48,46491
7/7/2023,1.911,1.966,1.885,1.948,4188735.62,25996
7/8/2023,1.951,1.989,1.908,1.945,2703916.48,18903
7/9/2023,1.946,1.974,1.916,1.922,2236021.4,15041
7/10/2023,1.921,1.959,1.842,1.91,4438756.94,32292
7/11/2023,1.909,2.011,1.892,1.993,3878034.81,33432
7/12/2023,1.994,2.04,1.917,1.938,5239894.72,38289
7/13/2023,1.937,2.146,1.907,2.129,8910376.19,67129
7/14/2023,2.13,2.243,1.972,2.031,11233888.06,86211
7/15/2023,2.03,2.06,1.976,2.027,3747747.37,24556
7/16/2023,2.027,2.039,1.929,1.943,3428263.01,24793
7/17/2023,1.942,2.018,1.891,1.967,5494747.96,37774
7/18/2023,1.966,2.01,1.842,1.88,5122007.49,33619
7/19/2023,1.88,1.919,1.835,1.863,5618304.03,34555
7/20/2023,1.863,1.944,1.836,1.87,4553792.05,29600
7/21/2023,1.869,1.916,1.852,1.884,2607047.7,16348
7/22/2023,1.885,1.899,1.807,1.833,2183192.73,14992
7/23/2023,1.832,1.885,1.809,1.856,1796624.11,12343
7/24/2023,1.857,1.862,1.715,1.75,5322776.28,33215
7/25/2023,1.749,1.811,1.747,1.771,3478655.69,19873
7/26/2023,1.772,1.786,1.725,1.762,3779105.28,22678
7/27/2023,1.762,1.808,1.74,1.767,3974243.21,17686
7/28/2023,1.767,1.82,1.756,1.806,2685053.04,15830
7/29/2023,1.807,1.827,1.785,1.805,1473848.98,10076
7/30/2023,1.806,1.816,1.745,1.785,2770758.93,16732
7/31/2023,1.785,1.818,1.73,1.75,2770717.96,16079
8/1/2023,1.749,1.794,1.701,1.794,3222924.36,19831
8/2/2023,1.793,1.805,1.748,1.764,2891198.63,16795
8/3/2023,1.764,1.789,1.738,1.766,1903384.82,14022
8/4/2023,1.766,1.782,1.712,1.732,2039462.58,12562
8/5/2023,1.732,1.732,1.602,1.615,6293049.33,34278
8/6/2023,1.615,1.703,1.608,1.626,3582820.13,20034
8/7/2023,1.625,1.663,1.536,1.596,5716451.4,31743
8/8/2023,1.595,1.65,1.572,1.63,4014085.6,22385
8/9/2023,1.63,1.716,1.628,1.664,4148093.46,23959
8/10/2023,1.666,1.736,1.658,1.69,6036866.42,30412
8/11/2023,1.69,1.72,1.664,1.68,2450938.69,15267
8/12/2023,1.68,1.7,1.665,1.67,1359148,8473
8/13/2023,1.671,1.696,1.638,1.651,1845531.64,11378
8/14/2023,1.65,1.767,1.64,1.719,4893901.49,27859
8/15/2023,1.72,1.74,1.587,1.623,5096479.14,29647
8/16/2023,1.624,1.632,1.535,1.569,6907264.26,39351
8/17/2023,1.569,1.61,1.25,1.443,9327830.97,85407
8/18/2023,1.443,1.468,1.401,1.424,5959834.62,37788
8/19/2023,1.425,1.447,1.396,1.419,3988659.46,21961
8/20/2023,1.42,1.448,1.408,1.429,2514918.35,12836
8/21/2023,1.43,1.444,1.315,1.385,4488204.74,22172
8/22/2023,1.385,1.414,1.328,1.39,4490280.81,28177
8/23/2023,1.39,1.479,1.358,1.452,7119269.52,37332
8/24/2023,1.452,1.55,1.434,1.464,10250893.25,59476
8/25/2023,1.464,1.49,1.422,1.477,5396052.11,31917
8/26/2023,1.478,1.502,1.41,1.421,2776607.08,14138
8/27/2023,1.421,1.431,1.397,1.411,2317136.3,12055
8/28/2023,1.412,1.419,1.368,1.404,3355784.7,17863
8/29/2023,1.404,1.5,1.362,1.481,6494253.17,38094
8/30/2023,1.481,1.493,1.421,1.448,4378884.25,25938
8/31/2023,1.448,1.458,1.343,1.372,5161768.57,30532
9/1/2023,1.373,1.381,1.294,1.341,4456111.18,25205
9/2/2023,1.342,1.346,1.312,1.339,1933136.34,12515
9/3/2023,1.34,1.367,1.325,1.358,2317774.67,15710
9/4/2023,1.359,1.398,1.332,1.352,3148781.97,18766
9/5/2023,1.352,1.369,1.333,1.361,2376752.4,15771
9/6/2023,1.362,1.4,1.347,1.398,2828638.68,19762
9/7/2023,1.398,1.49,1.388,1.485,8040335.04,46600
9/8/2023,1.485,1.521,1.428,1.457,4432178.66,28339
9/9/2023,1.458,1.5,1.44,1.499,2007100.11,14778
9/10/2023,1.499,1.531,1.439,1.478,6078567.88,38702
9/11/2023,1.479,1.522,1.386,1.451,7476445.24,46140
9/12/2023,1.451,1.59,1.451,1.5,10123779.75,61174
9/13/2023,1.5,1.551,1.46,1.522,5375689.59,32857
9/14/2023,1.523,1.57,1.502,1.532,4062196.11,25758
9/15/2023,1.533,1.62,1.512,1.605,4866549.77,28820
9/16/2023,1.606,1.63,1.574,1.616,3599749.06,23124
9/17/2023,1.616,1.618,1.543,1.567,3183559.76,21117
9/18/2023,1.568,1.655,1.537,1.571,6230837.36,34632
9/19/2023,1.572,1.627,1.557,1.603,4167057.21,21179
9/20/2023,1.605,1.633,1.579,1.621,3290807.14,22417
9/21/2023,1.621,1.661,1.59,1.6,4797007.53,28309
9/22/2023,1.6,1.655,1.561,1.603,7340961.76,33217
9/23/2023,1.603,1.614,1.544,1.571,2882470.09,15627
9/24/2023,1.572,1.576,1.538,1.552,1898729.76,13082
9/25/2023,1.551,1.566,1.48,1.485,4446801.67,24931
9/26/2023,1.486,1.515,1.463,1.487,3111813.16,16492
9/27/2023,1.487,1.516,1.464,1.486,3201963.18,16555
9/28/2023,1.485,1.55,1.482,1.521,3233535.37,18334
9/29/2023,1.521,1.552,1.51,1.539,2311640.63,12411
9/30/2023,1.538,1.554,1.517,1.535,1916024.03,9806
10/1/2023,1.535,1.731,1.533,1.693,5602431.63,33516
10/2/2023,1.694,1.8,1.678,1.693,10518378.6,60547
10/3/2023,1.694,1.785,1.654,1.666,6296855.06,40533
10/4/2023,1.666,1.746,1.612,1.722,5398691.96,33461
10/5/2023,1.723,1.76,1.667,1.729,6077012.52,38362
10/6/2023,1.729,1.847,1.719,1.822,6992152.48,54866
10/7/2023,1.823,1.9,1.792,1.834,7281864.11,52786
10/8/2023,1.835,1.861,1.808,1.831,4443155.93,32899
10/9/2023,1.831,1.848,1.729,1.76,7499220.83,52426
10/10/2023,1.761,1.818,1.697,1.795,6523387.93,44113
10/11/2023,1.795,1.859,1.743,1.795,8441776.85,65370
10/12/2023,1.796,1.808,1.711,1.72,6585292.91,50584
10/13/2023,1.72,1.784,1.71,1.75,4904808.88,35467
10/14/2023,1.75,1.767,1.717,1.739,2654050.86,20379
10/15/2023,1.739,1.767,1.703,1.729,2738366.64,21570
10/16/2023,1.729,1.984,1.722,1.836,14426390.58,112199
10/17/2023,1.837,1.914,1.824,1.87,7738101.17,47321
10/18/2023,1.87,1.951,1.865,1.927,6691242.98,46137
10/19/2023,1.928,1.977,1.892,1.926,5886335.13,51935
10/20/2023,1.926,1.996,1.919,1.956,4822064.29,42285
10/21/2023,1.956,2.04,1.937,1.977,5671512.08,43032
10/22/2023,1.978,2.044,1.923,1.959,4961189.55,38767
10/23/2023,1.96,2.173,1.947,2.085,9501490.73,82634
10/24/2023,2.083,2.196,2.01,2.039,10474299.65,94924
10/25/2023,2.038,2.145,2.005,2.077,9015474.39,73049
10/26/2023,2.078,2.2,2.057,2.15,9797583.75,74491
10/27/2023,2.15,2.273,2.107,2.262,10556158.7,89947
10/28/2023,2.262,2.463,2.249,2.396,12409263.65,94645
10/29/2023,2.396,2.654,2.378,2.551,12726033.7,121932
10/30/2023,2.55,2.68,2.425,2.484,13200815.09,113541
10/31/2023,2.484,2.561,2.295,2.384,14526465.99,130348
11/1/2023,2.384,2.466,2.254,2.418,12744064.08,110133
11/2/2023,2.419,2.548,2.22,2.242,11267454.95,102944
11/3/2023,2.242,2.304,2.13,2.267,8599105.4,77730
11/4/2023,2.267,2.374,2.23,2.327,5621479.89,49389
11/5/2023,2.327,2.418,2.291,2.367,7867732.07,67533
11/6/2023,2.368,2.498,2.348,2.465,11665779.46,95773
11/7/2023,2.465,2.505,2.25,2.331,8916245.48,80829
11/8/2023,2.331,2.431,2.301,2.329,5994048.51,53191
11/9/2023,2.328,2.483,1.924,2.279,17292498.26,159799
11/10/2023,2.278,2.433,2.196,2.425,9677000.4,79847
11/11/2023,2.425,2.618,2.292,2.51,15598890.06,128955
11/12/2023,2.511,2.552,2.351,2.414,11305733.59,93735
11/13/2023,2.412,2.528,2.278,2.302,13210371.62,117367
11/14/2023,2.302,2.311,2.1,2.256,11988225.7,103080
11/15/2023,2.257,2.884,2.215,2.847,29909047.74,280710
11/16/2023,2.848,3.339,2.808,3.012,48676980.28,483905
11/17/2023,3.012,3.154,2.76,3.051,22761380.65,207780
11/18/2023,3.051,3.5,2.853,3.383,31064459.03,312749
11/19/2023,3.383,3.64,3.277,3.361,17940929.06,192178
11/20/2023,3.364,3.782,3.23,3.412,17504191.5,195161
11/21/2023,3.413,3.588,3.057,3.058,21380960.29,245697
11/22/2023,3.059,3.462,3.02,3.351,15527662.09,150257
11/23/2023,3.351,3.455,3.193,3.219,8062474.07,85177
11/24/2023,3.219,3.574,3.212,3.394,11668484.44,138412
11/25/2023,3.394,3.563,3.354,3.462,6702576.49,76719
11/26/2023,3.463,3.482,3.206,3.307,7145413.22,79746
11/27/2023,3.309,3.34,3.091,3.165,8039718.37,87120
11/28/2023,3.165,3.354,2.968,3.307,10544453.75,106211
11/29/2023,3.307,3.392,3.177,3.242,8766887.14,76044
11/30/2023,3.242,3.496,3.177,3.43,11278050.6,120956
12/1/2023,3.431,3.625,3.413,3.552,7895289.64,88222
12/2/2023,3.552,3.645,3.479,3.632,7022481.94,73926
12/3/2023,3.631,3.935,3.547,3.871,10757944.53,132936
12/4/2023,3.872,4.02,3.583,3.73,16446641.13,232479
12/5/2023,3.729,3.753,3.487,3.687,10768091.39,136439
12/6/2023,3.688,3.93,3.616,3.643,14194064.86,191942
12/7/2023,3.643,3.76,3.531,3.642,9703017.16,111113
12/8/2023,3.646,4.085,3.599,3.852,12156295.69,134390
12/9/2023,3.853,3.937,3.66,3.73,10304443.36,121873
12/10/2023,3.73,3.857,3.682,3.796,6533908.58,75272
12/11/2023,3.796,3.959,3.3,3.929,17393804.68,235064
12/12/2023,3.93,4.263,3.907,4.169,20036933.11,288820
12/13/2023,4.17,4.337,3.86,4.14,15854064.6,217056
12/14/2023,4.14,4.9,4.131,4.598,19362208.02,292910
12/15/2023,4.599,4.73,4.335,4.36,11083723.15,145508
12/16/2023,4.36,4.85,4.337,4.408,9697310.84,149391
12/17/2023,4.409,4.429,4.163,4.205,7920257.03,134501
12/18/2023,4.204,4.455,3.918,4.43,10889414.54,146254
12/19/2023,4.431,4.545,4.157,4.188,8055506.63,133503
12/20/2023,4.188,4.621,4.12,4.492,9211071.74,141520
12/21/2023,4.492,4.56,4.218,4.294,9099912.52,124996
12/22/2023,4.294,4.548,4.273,4.475,9587806.26,150066
12/23/2023,4.471,4.983,4.28,4.779,12634380.09,217032
12/24/2023,4.779,4.859,4.5,4.607,9401445.25,169695
12/25/2023,4.607,4.767,4.529,4.627,6894272.13,121071
12/26/2023,4.63,5.28,4.561,5.174,19958440.35,374333
12/27/2023,5.175,5.277,4.846,4.993,11984626.96,206193
12/28/2023,4.993,5.022,4.503,4.557,10687590.57,201576
12/29/2023,4.557,4.794,4.42,4.607,9533971.01,189624
12/30/2023,4.606,4.77,4.479,4.548,5078921.91,99217
12/31/2023,4.549,4.667,4.36,4.471,5296828.28,90668
1/1/2024,4.471,4.821,4.428,4.74,6291575.1,108047
1/2/2024,4.741,5.076,4.63,4.655,8296166.87,168029
1/3/2024,4.655,4.78,3.6,4.423,13232081.91,297431
1/4/2024,4.423,4.718,4.317,4.375,7134756.07,129742
1/5/2024,4.376,4.413,3.865,4.012,11691102.5,183599
1/6/2024,4.012,4.014,3.687,3.815,7225491.71,117195
1/7/2024,3.815,3.876,3.566,3.635,6197419.33,91523
1/8/2024,3.636,4.136,3.367,4.058,16230809.17,276895
1/9/2024,4.058,4.184,3.739,3.86,12310597.7,222819
1/10/2024,3.86,4.366,3.661,4.234,11327466.73,205090
1/11/2024,4.238,4.398,4.012,4.069,11310773.88,194210
1/12/2024,4.071,4.086,3.667,3.828,10295606.41,181079
1/13/2024,3.829,3.931,3.688,3.892,4111962.51,71829
1/14/2024,3.892,3.94,3.761,3.764,4741356.85,67046
1/15/2024,3.765,3.901,3.712,3.765,4208997.91,59391
1/16/2024,3.764,4.081,3.711,3.975,7205210.48,88202
1/17/2024,3.977,4.367,3.968,4.196,13765570.86,201267
1/18/2024,4.198,4.376,3.95,4.322,12157246.03,194703
1/19/2024,4.323,4.345,3.801,4.127,14097810.62,221261
1/20/2024,4.126,4.159,3.909,4.004,4995906.84,75005
1/21/2024,4.005,4.073,3.929,3.976,3720325.09,61616
1/22/2024,3.976,4.005,3.72,3.752,5431104.53,106051
1/23/2024,3.752,3.91,3.511,3.749,8605188.17,157348
1/24/2024,3.749,3.898,3.648,3.861,5246557.53,94858
1/25/2024,3.861,3.91,3.66,3.714,4774441.3,85395
1/26/2024,3.714,4.032,3.658,3.921,5837367.51,97171
1/27/2024,3.923,4.1,3.877,4.083,4195485.81,62891
1/28/2024,4.084,4.277,3.932,3.971,7534606.76,124882
1/29/2024,3.974,4.366,3.942,4.285,7682159.5,132642
1/30/2024,4.285,4.847,4.248,4.603,16300111.1,270549
1/31/2024,4.604,4.738,4.281,4.323,13709897.65,237098
2/1/2024,4.322,4.834,4.255,4.593,13816920.43,246102
2/2/2024,4.594,4.776,4.53,4.59,7665597.14,140772
2/3/2024,4.59,5.02,4.577,4.722,9709811.21,178866
2/4/2024,4.724,5,4.597,4.646,10319530.69,167611
2/5/2024,4.646,4.67,4.304,4.406,11356531.89,186708
2/6/2024,4.406,4.501,4.262,4.265,5192867.71,94976
2/7/2024,4.266,4.6,4.251,4.471,4997360.17,88537
2/8/2024,4.472,4.58,4.392,4.436,4727703.16,84564
2/9/2024,4.437,4.737,4.437,4.706,6425344.58,114487
2/10/2024,4.704,4.817,4.585,4.657,5275559.24,93477
2/11/2024,4.657,4.794,4.575,4.617,3915449.38,72317
2/12/2024,4.618,4.806,4.443,4.802,5871227.58,107453
2/13/2024,4.802,5.157,4.733,4.9,13710421.52,252498
2/14/2024,4.9,5.104,4.83,5.006,9456261.45,169604
2/15/2024,5.004,5.359,4.8,5.293,12674112.25,238485
2/16/2024,5.292,5.708,5.19,5.289,16608399.98,332458
2/17/2024,5.289,5.75,5.05,5.673,12074975.06,232312
2/18/2024,5.673,5.9,5.5,5.869,11191455.8,230540
2/19/2024,5.869,6.41,5.843,6.315,14437147.05,342112
2/20/2024,6.313,6.505,5.75,6.47,13048039.3,314223
2/21/2024,6.471,7,5.9,6.921,16187610.57,424104
2/22/2024,6.921,7.859,6.744,7.392,20617339.75,609854
2/23/2024,7.391,8.133,7.128,7.362,17352898.71,599565
2/24/2024,7.362,7.585,6.874,7.226,12806961.86,318041
2/25/2024,7.226,7.756,7.125,7.215,9973759.81,301287
2/26/2024,7.214,7.68,7.046,7.589,10303714.43,316952
2/27/2024,7.588,7.644,7.07,7.181,9722470.98,253138
2/28/2024,7.181,8.071,6.822,8.002,20179290.74,628596
2/29/2024,8.002,8.286,7.253,7.528,12602700.75,395897
3/1/2024,7.528,8.24,7.414,7.842,14330809.13,405725
3/2/2024,7.841,7.979,7.504,7.651,8780653.01,225079
3/3/2024,7.651,8.069,7.197,7.558,10860042.49,331792
3/4/2024,7.557,7.673,7.147,7.375,11291180.41,285096
3/5/2024,7.374,7.46,5.87,6.896,18087116.77,568178
3/6/2024,6.892,9.769,6.583,9.304,34929800.37,1032637
3/7/2024,9.304,10.784,9.2,9.973,26319366.31,957100
3/8/2024,9.976,11,9.22,10.45,17900120.88,678340
3/9/2024,10.452,12.727,10.289,12.401,22047435.36,858413
3/10/2024,12.398,12.525,11.131,11.37,13021564.11,496495
3/11/2024,11.368,12.78,10.779,11.478,16399100.02,661256
3/12/2024,11.478,11.753,10.55,11.399,13603035.09,524199
3/13/2024,11.399,11.785,11.018,11.34,8980979.59,328694
3/14/2024,11.34,11.937,10.615,11.838,12809446.45,620335
3/15/2024,11.838,11.968,9.9,11.074,16077018.78,819182
3/16/2024,11.073,11.9,9.924,10.288,13822751.39,678570
3/17/2024,10.29,13.838,10.162,13.144,28047635.39,1368041
3/18/2024,13.143,13.5,11.406,11.759,19780472.57,977613
3/19/2024,11.758,11.889,10.3,10.683,22198409.21,1025611
3/20/2024,10.681,12.328,10.429,11.7,18308635.29,920925
3/21/2024,11.699,11.712,10.661,10.757,13817635.31,452236
3/22/2024,10.757,11.406,10.327,10.696,11316103.19,391091
3/23/2024,10.697,11.048,10.44,10.664,5166749.32,224322
3/24/2024,10.661,11.108,10.434,10.927,4286096.56,172765
3/25/2024,10.927,11.378,10.791,11.041,7719231.21,281350
3/26/2024,11.043,11.743,10.832,11.111,8120405.49,311172
3/27/2024,11.109,12.03,10.636,11.227,13944549.97,568106
3/28/2024,11.227,11.731,10.903,11.174,8197293.41,316437
3/29/2024,11.172,11.218,10.807,10.951,6316865.2,186181
3/30/2024,10.95,11.048,10.641,10.672,5018058.7,141641
3/31/2024,10.673,10.91,10.431,10.654,4622972.08,148592
4/1/2024,10.653,10.696,9.669,10.076,7636261.33,265855
4/2/2024,10.076,10.076,9.062,9.443,9599021.15,312794
4/3/2024,9.442,9.897,9.105,9.356,7421152.06,239953
4/4/2024,9.355,9.899,9.207,9.607,5909698.45,184078
4/5/2024,9.608,9.651,8.76,9.227,6091706.3,184787
4/6/2024,9.229,9.703,9.15,9.541,3191566.4,104997
4/7/2024,9.542,9.875,9.499,9.764,3070347,113150
4/8/2024,9.763,10.398,9.496,10.31,4746292.7,176731
4/9/2024,10.311,10.543,9.301,9.415,6344685,223836
4/10/2024,9.411,9.469,8.774,9.228,4906578.75,174634
4/11/2024,9.228,9.437,8.8,9.028,4584909.11,167323
4/12/2024,9.029,9.237,6.628,8.185,14095389.86,652153
4/13/2024,8.184,8.356,6.268,7.48,17080078.18,830846
4/14/2024,7.479,9.011,7.129,8.975,13938766.31,722004
4/15/2024,8.975,9.479,8.008,8.28,14257058.83,677163
4/16/2024,8.281,8.605,7.742,8.278,10467711.22,445036
4/17/2024,8.279,8.328,7.438,7.657,11684062.95,376216
4/18/2024,7.656,8.102,7.445,7.893,6313321.83,249409
4/19/2024,7.894,8.287,7.121,7.906,8947047.07,347904
4/20/2024,7.905,9.069,7.782,8.982,5145513.08,193351
4/21/2024,8.98,9.277,8.659,9.091,5064431.69,220742
4/22/2024,9.091,9.458,8.948,9.274,6050472.13,232173
4/23/2024,9.275,9.747,8.87,8.98,6623991.04,242469
4/24/2024,8.98,9.355,8.343,8.483,7379497.85,288793
4/25/2024,8.483,8.872,8.227,8.618,5632451.9,204368
4/26/2024,8.616,8.693,8.06,8.135,4736188.51,183689
4/27/2024,8.134,8.237,7.751,8.071,4608452.42,151261
4/28/2024,8.072,8.492,7.874,7.965,3697963.87,122766
4/29/2024,7.965,8.1,7.577,7.885,4804107.94,154567
4/30/2024,7.886,8,6.987,7.339,7119578.24,232164
5/1/2024,7.337,7.871,6.859,7.663,8934394.28,309094
5/2/2024,7.663,7.948,7.312,7.823,5502598.45,160535
5/3/2024,7.823,8.386,7.624,8.241,5757297.77,170911
5/4/2024,8.241,9.1,8.228,8.958,6003436.43,194298
5/5/2024,8.958,10,8.77,9.869,11339121.31,359250
5/6/2024,9.869,10.27,9.586,9.947,13230245.28,389928
5/7/2024,9.947,10.861,9.947,10.289,17203529.79,492385
5/8/2024,10.288,10.558,9.417,9.893,13727204.11,448077
5/9/2024,9.891,11.385,9.882,10.837,18680887.92,603540
5/10/2024,10.836,11.586,10.718,10.95,15914392.27,520853
5/11/2024,10.951,11.295,10.633,10.959,7878765.05,280639
5/12/2024,10.959,11.099,10.765,10.821,5613827.57,184560
5/13/2024,10.82,11.489,10.27,11.255,14593937.58,472345
5/14/2024,11.255,11.4,9.811,10.036,15822681.53,476242
5/15/2024,10.039,11.141,9.764,10.638,15545716.66,532394
5/16/2024,10.637,10.793,9.827,10.044,9875994.19,295674
5/17/2024,10.045,10.376,9.908,10.077,7083779.16,199373
5/18/2024,10.077,10.368,9.809,10.331,4370725.71,138442
5/19/2024,10.332,10.648,10.011,10.05,7061471.52,222157
5/20/2024,10.049,10.921,9.803,10.872,9492734.72,340573
5/21/2024,10.872,11.27,10.599,11.194,10270252.89,340156
5/22/2024,11.197,11.888,10.622,10.655,16458915.4,749300
5/23/2024,10.655,10.8,9.78,10.235,13519376.25,479754
5/24/2024,10.234,10.342,9.75,10.11,5285923.03,196654
5/25/2024,10.11,10.449,10.029,10.077,3818263.45,125499
5/26/2024,10.079,10.179,9.864,9.988,3195301.24,109498
5/27/2024,9.988,10.381,9.972,10.163,4418617.43,154916
5/28/2024,10.164,10.261,9.879,10.22,5645290.01,188743
